class,precision,recall,mAP50,mAP50-95
all,0.7905735546521293,0.6408908654290127,0.7405408782843629,0.71990389383657
frog-eye-leaf-spot,0.6313157358453526,0.7647058823529411,0.7515595607307176,0.7460811026804317
healthy,0.897118227681478,0.49130004726743054,0.6450452875058528,0.6061843333675061
rust,0.8432867004295576,0.6666666666666666,0.8250177866165184,0.8074462454617732
