class,precision,recall,mAP50,mAP50-95
all,0.962656375395424,0.8776018492947517,0.9570251642739368,0.9065342235311664
frog-eye-leaf-spot,0.9852307744464607,0.8529411764705882,0.9485291405794279,0.9316000054612663
healthy,0.979533450257341,0.8169014084507042,0.935090995099525,0.8561965439997087
rust,0.9232049014824706,0.9629629629629629,0.9874553571428571,0.9318061211325246
