class,precision,recall,mAP50,mAP50-95
all,0.8324752440627852,0.7033915513688728,0.8084138010818348,0.7784936878893007
frog-eye-leaf-spot,0.8086436037691891,0.6764705882352942,0.7585250564606444,0.7320866311477734
healthy,0.9398435081043777,0.660171806834391,0.8096120873563869,0.7590986462640378
rust,0.7489386203147889,0.773532259036933,0.857104259428473,0.8442957862560905
