class,precision,recall,mAP50-box,mAP50-95-box,mAP50-mask,mAP50-95-mask
all,0.8427495477957534,0.7314115516616716,0.8454497962857559,0.6570790222375469,0.7959375278161492,0.5713689348416282
frog-eye-leaf-spot,0.8401404557710863,0.6176470588235294,0.8647750255254267,0.74812510830017,0.8647750255254267,0.7526039946583916
frog-eye-leaf-spot_lession,0.8966807146963642,0.7422678423419714,0.861012929553492,0.6063949666315895,0.7924466114505082,0.3603646602485927
healthy,0.7140049756055871,0.7285714285714285,0.7453008857039493,0.6111888353761434,0.7344132353704964,0.6090770705296026
rust,0.8362830855756719,0.9285714285714286,0.9408346937365352,0.8037448109028544,0.9408346937365352,0.859110595278876
rust_lession,0.9266385073300574,0.64,0.8153254469093767,0.5159413899769774,0.6472180729977798,0.2756883534926783
