class,precision,recall,mAP50,mAP50-95
all,0.7195993261755591,0.604875276602651,0.7086553151128848,0.6395623839482771
frog-eye-leaf-spot,0.8053992768278483,0.5882352941176471,0.7397547511064463,0.7263791912201776
healthy,0.5621740820745795,0.5244943132267076,0.6104960842287163,0.5481001653608788
rust,0.7912246196242496,0.7018962224635984,0.7757151100034916,0.6442077952637751
