class,precision,recall,mAP50,mAP50-95
all,0.9395057808140926,0.8178817875533024,0.9452614849751284,0.8897444528686488
frog-eye-leaf-spot,0.9002700507060972,0.8529411764705882,0.9374762407594618,0.9068535424783948
healthy,0.9935031031031031,0.6901408450704225,0.9228505422082515,0.8250355636173689
rust,0.9247441886330775,0.9105633411188965,0.975457671957672,0.9373442525101829
