class,precision,recall,mAP50,mAP50-95
all,0.8581788113269595,0.7217005738132498,0.8347770860905661,0.6762981071558518
healthy,0.8503774103774103,0.5915492957746479,0.7899446941860173,0.6625589518789127
rust,0.8659802122765086,0.8518518518518519,0.8796094779951149,0.6900372624327911
