class,precision,recall,mAP50-box,mAP50-95-box,mAP50-mask,mAP50-95-mask
all,0.8975094178013254,0.849506956030886,0.9337187332316799,0.8201923289736496,0.8838528840709676,0.6903658131851238
frog-eye-leaf-spot,0.950184453341287,0.8823529411764706,0.9516755853843205,0.9142105210864473,0.9516755853843205,0.8871325103954476
frog-eye-leaf-spot_lession,0.9599052116632761,0.7875405010273432,0.9406716018705708,0.7740908486460026,0.8255758418044571,0.4237965735646215
healthy,0.9158684938651739,0.7776413379506163,0.9092895351156991,0.852529770655001,0.9096322925272989,0.8381764119536829
rust,0.7673211101933942,1.0,0.9780625000000001,0.9303905617363923,0.9780625000000001,0.9445175998135911
rust_lession,0.8942678199434956,0.8,0.8888944437878084,0.6297399427444037,0.7543182006387613,0.35820597019827594
