class,precision,recall,mAP50,mAP50-95
all,0.6924379589880184,0.6319021111328245,0.7187860591800656,0.6639754037897114
frog-eye-leaf-spot,0.6855817340030025,0.6414620003852308,0.726222877740568,0.7050478512635532
healthy,0.6924043547551685,0.4788732394366197,0.647937597446847,0.6000009315494749
rust,0.6993277882058844,0.775371093576623,0.782197702352782,0.6868774285561058
