class,precision,recall,mAP50-box,mAP50-95-box,mAP50-mask,mAP50-95-mask
all,0.896463546283868,0.8481861586093439,0.928366267695924,0.8267124547384761,0.9274711049720551,0.7712731487856023
frog-eye-leaf-spot,0.9346037957149068,0.8823529411764706,0.9251588129066391,0.8880604329195091,0.9251588129066391,0.8867739979286174
frog-eye-leaf-spot_lession,0.937569486698027,0.8355263157894737,0.9443280805992782,0.8005904952059572,0.943260382829437,0.6635585654088576
healthy,0.84327391359149,0.7686863137155535,0.8833945881271789,0.8433793502297953,0.8796402718487555,0.8445281317347956
rust,0.8631736272176268,0.9285714285714286,0.9752272727272727,0.9369259143413448,0.9752272727272727,0.9526256828548376
rust_lession,0.9036969081972897,0.8257937937937937,0.9137225841192511,0.6646060809957739,0.9140687845481716,0.5088793660009038
