class,precision,recall,mAP50,mAP50-95
all,0.4173310473202676,0.5246452943886638,0.4425810155891791,0.4198902175378753
frog-eye-leaf-spot,0.3582165454719659,0.6470588235294118,0.5266068697739078,0.5059901755841454
healthy,0.3336667790690779,0.5492957746478874,0.25702305388193253,0.23957348386709515
rust,0.560109817419759,0.37758128498869237,0.5441131231116968,0.5141069931623851
