class,precision,recall,mAP50,mAP50-95
all,0.7380638685528647,0.7172665623369848,0.7357051524427629,0.6781546885068076
healthy,0.6624863013578121,0.6197183098591549,0.6102194984559133,0.5635551955953138
rust,0.8136414357479173,0.8148148148148148,0.8611908064296124,0.7927541814183015
