class,precision,recall,mAP50,mAP50-95
all,0.8363614169702984,0.7242995788738001,0.8191480734768514,0.751562599634686
frog-eye-leaf-spot,0.805756210270099,0.6176470588235294,0.7795314066219716,0.7269117054418672
healthy,0.8188155292861797,0.704225352112676,0.7922890577227711,0.719880701333697
rust,0.8845125113546166,0.8510263256851951,0.8856237560858112,0.807895392128494
