epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,14.2251,5.59102,9.51287,30.4582,4.34828,0,0,0,0,0,0,0,0,5.34546,5.37744,8.68496,4.16365,0.00053344,0.00053344,0.00053344
2,24.8585,4.56089,4.77478,11.1758,3.32894,0,0,0,0,0,0,0,0,5.56032,5.32102,7.24117,4.40077,0.00107282,0.00107282,0.00107282
3,33.7417,3.06421,3.06371,4.46427,2.00555,0,0,0,0,0.00114,0.036,0.00065,0.0002,4.92375,5.00801,7.64236,3.97313,0.00160131,0.00160131,0.00160131
4,42.5578,2.61678,2.84038,2.89133,1.50072,0.2011,0.11166,0.07751,0.02687,0.18481,0.10508,0.07119,0.0239,2.94181,51.5801,6.37128,3.01208,0.00161749,0.00161749,0.00161749
5,51.2284,2.34838,2.27275,2.40668,1.37233,0.28524,0.39276,0.22228,0.06942,0.33134,0.44308,0.28151,0.09447,2.68569,5.72432,2.59271,1.79514,0.00160099,0.00160099,0.00160099
6,60.1625,2.10873,1.91549,2.14076,1.2494,0.41797,0.52541,0.42414,0.17496,0.42524,0.52943,0.42447,0.20461,2.17985,3.33692,2.26735,1.53556,0.00158448,0.00158448,0.00158448
7,68.8839,1.95573,1.77583,1.92279,1.16527,0.38364,0.54468,0.43787,0.19631,0.35767,0.54417,0.41187,0.19517,2.05083,2.60179,1.86039,1.43181,0.00156798,0.00156798,0.00156798
8,78.0913,1.85311,1.66676,1.77502,1.16698,0.56271,0.51366,0.53281,0.27031,0.54041,0.48379,0.48636,0.21403,1.79033,2.04694,1.69352,1.34023,0.00155148,0.00155148,0.00155148
9,87.1416,1.74403,1.54664,1.62932,1.11785,0.46261,0.5005,0.46855,0.26015,0.45875,0.41416,0.41644,0.18388,1.64435,1.61191,1.91455,1.27195,0.00153497,0.00153497,0.00153497
10,95.9722,1.69082,1.52728,1.61343,1.10575,0.49005,0.52876,0.50603,0.27255,0.47374,0.489,0.46366,0.19823,1.70592,1.67391,1.77772,1.28378,0.00151847,0.00151847,0.00151847
11,104.776,1.67087,1.45213,1.52426,1.0899,0.57878,0.54903,0.59763,0.35236,0.57371,0.49552,0.50678,0.19097,1.61679,1.57606,1.5129,1.28159,0.00150197,0.00150197,0.00150197
