class,precision,recall,mAP50-box,mAP50-95-box,mAP50-mask,mAP50-95-mask
all,0.9625005143199449,0.8780608220621514,0.9543085029882339,0.9245905436201942,0.9550722327225518,0.9058401197752592
frog-eye-leaf-spot,0.9650530666489919,0.8529411764705882,0.9519129157215861,0.9360824780392122,0.9519129157215861,0.9003274272460959
healthy,0.9942083807763342,0.8571428571428571,0.9420895163200387,0.8948218539370492,0.9443807055229926,0.87542880790741
rust,0.9282400955345086,0.9240984325730089,0.968923076923077,0.9428672988843217,0.968923076923077,0.9417641241722716
