class,precision,recall,mAP50,mAP50-95
all,0.9082399606984509,0.8390005314474003,0.9297059083601965,0.8920873616581276
frog-eye-leaf-spot,0.8813828084346135,0.8743493460561496,0.9408913307119862,0.921631944937042
healthy,0.9334938012533641,0.7908003964341992,0.9086843653830962,0.841794239430053
rust,0.909843272407375,0.8518518518518519,0.9395420289855072,0.9128359006072883
