epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,16.9843,1.19167,1.43635,2.88688,0.89931,0.02055,0.56289,0.01493,0.00979,0.01881,0.50413,0.01307,0.00531,1.11443,nan,inf,1.05193,0.00053344,0.00053344,0.00053344
2,28.646,1.11345,1.27002,1.15849,0.89895,0.15754,0.37187,0.07033,0.04015,0.15148,0.33826,0.06392,0.02706,nan,nan,nan,nan,0.00107282,0.00107282,0.00107282
3,40.0392,1.16318,1.14053,1.19152,0.91372,0.50003,0.00329,1e-05,1e-05,0.50003,0.00329,1e-05,1e-05,nan,nan,nan,nan,0.00160131,0.00160131,0.00160131
4,51.367,1.21098,1.20109,1.07187,0.91488,0.40958,0.68079,0.28994,0.17659,0.37644,0.63474,0.26882,0.11681,1.09928,1.89758,12.7372,1.05509,0.00161749,0.00161749,0.00161749
5,62.6905,1.10398,1.11767,0.97179,0.8906,0.48378,0.63235,0.44796,0.28774,0.47655,0.55968,0.39649,0.186,1.1381,2.21375,3.23162,0.99467,0.00160099,0.00160099,0.00160099
6,74.2541,1.08891,1.14767,0.96424,0.8919,0.60597,0.74068,0.62101,0.4123,0.57096,0.60361,0.53683,0.23277,1.07691,1.36999,1.48764,0.95741,0.00158448,0.00158448,0.00158448
7,85.7854,1.04613,1.08418,0.99671,0.88183,0.18376,0.272,0.34867,0.23339,0.18376,0.272,0.31917,0.13984,1.08791,1.45437,6.47239,0.9861,0.00156798,0.00156798,0.00156798
8,97.0812,1.03687,1.06666,0.96361,0.88011,0.23766,0.25105,0.07116,0.04307,0.22544,0.24376,0.06946,0.03553,nan,nan,nan,nan,0.00155148,0.00155148,0.00155148
9,109.024,0.99845,0.99828,0.82785,0.87224,0.70388,0.68712,0.76067,0.54021,0.72748,0.56706,0.65282,0.27036,0.97547,1.39189,1.80803,0.99081,0.00153497,0.00153497,0.00153497
10,120.467,0.94122,0.99494,0.8037,0.86554,0.77527,0.63108,0.7567,0.53,0.71453,0.57134,0.64214,0.30185,0.98595,1.20285,1.21483,0.96051,0.00151847,0.00151847,0.00151847
11,131.851,0.99551,0.99595,0.78824,0.8677,0.71194,0.71545,0.77784,0.53851,0.72765,0.58821,0.66465,0.29843,0.97399,1.3179,1.03284,0.9189,0.00150197,0.00150197,0.00150197
12,143.333,0.95953,1.00142,0.75945,0.8688,0.80982,0.68686,0.80338,0.5846,0.76886,0.63295,0.72335,0.33275,0.9131,1.21179,1.19915,0.92492,0.00148546,0.00148546,0.00148546
13,154.662,0.97856,0.97974,0.75816,0.86522,0.82392,0.71758,0.83142,0.59675,0.75982,0.65105,0.70293,0.33743,0.9557,1.68068,0.81018,0.96505,0.00146896,0.00146896,0.00146896
14,165.981,0.94738,0.92305,0.75665,0.87452,0.75403,0.7547,0.7801,0.53305,0.69691,0.68607,0.70068,0.30716,1.02501,1.1215,1.08721,0.92889,0.00145246,0.00145246,0.00145246
15,177.077,0.94363,0.9826,0.77732,0.86423,0.78493,0.72379,0.81626,0.57135,0.73411,0.67063,0.73821,0.32746,0.90039,1.45238,1.20636,0.91963,0.00143595,0.00143595,0.00143595
16,188.627,0.91118,0.89643,0.70188,0.84888,0.78074,0.76889,0.82088,0.56362,0.67511,0.65926,0.6559,0.27522,0.92613,1.24431,0.94555,0.91963,0.00141945,0.00141945,0.00141945
17,199.752,0.89858,0.90468,0.70771,0.85824,0.68443,0.71489,0.7588,0.54881,0.61259,0.64733,0.65078,0.30417,0.91438,1.49673,1.01373,0.89143,0.00140295,0.00140295,0.00140295
18,211.009,0.89463,0.90119,0.71384,0.8537,0.78427,0.76091,0.81487,0.58657,0.73852,0.69354,0.72986,0.3222,0.91148,1.28067,0.86942,0.93201,0.00138644,0.00138644,0.00138644
19,222.28,0.8822,0.8984,0.71877,0.86004,0.79678,0.78887,0.82074,0.59984,0.73777,0.72984,0.73565,0.32666,0.85876,1.19622,0.78814,0.90248,0.00136994,0.00136994,0.00136994
20,233.549,0.89313,0.88624,0.69448,0.8617,0.72106,0.75459,0.80654,0.58157,0.74386,0.63652,0.70803,0.32668,0.89931,1.3119,0.98681,0.9096,0.00135344,0.00135344,0.00135344
21,244.788,0.9054,0.90111,0.71903,0.84622,0.8151,0.73657,0.81647,0.56911,0.68401,0.69684,0.70147,0.28568,0.98647,1.56451,0.8049,0.93046,0.00133693,0.00133693,0.00133693
22,256.091,0.93862,0.93316,0.75874,0.85839,0.77168,0.78718,0.81655,0.59677,0.70397,0.71025,0.71708,0.3501,0.86407,1.54832,0.8834,0.89678,0.00132043,0.00132043,0.00132043
23,267.544,0.87074,0.88409,0.65541,0.85,0.82295,0.72816,0.82584,0.61373,0.74049,0.65248,0.70588,0.32747,0.81842,1.41099,0.9064,0.89063,0.00130393,0.00130393,0.00130393
24,278.88,0.87321,0.88499,0.66945,0.84689,0.81093,0.75367,0.83952,0.60545,0.73562,0.66084,0.70126,0.30246,0.93302,1.53041,1.00336,0.9702,0.00128742,0.00128742,0.00128742
25,290.173,0.89124,0.88573,0.6849,0.85089,0.72444,0.65937,0.79964,0.58371,0.6688,0.59416,0.68453,0.29135,0.84466,1.39354,1.31484,0.89829,0.00127092,0.00127092,0.00127092
26,301.355,0.85709,0.8708,0.66752,0.84495,0.71691,0.70524,0.79465,0.58641,0.65937,0.60121,0.66375,0.32284,0.82646,1.45497,0.93555,0.89267,0.00125442,0.00125442,0.00125442
27,312.597,0.8675,0.89774,0.68358,0.84565,0.83647,0.7119,0.84899,0.61004,0.7688,0.65336,0.73169,0.29911,0.84363,1.24825,0.86584,0.88875,0.00123791,0.00123791,0.00123791
28,323.883,0.84683,0.88748,0.65876,0.85062,0.81919,0.76496,0.827,0.61851,0.74194,0.68868,0.70779,0.33109,0.82391,1.18988,0.962,0.90054,0.00122141,0.00122141,0.00122141
29,335.232,0.83653,0.88507,0.62751,0.84604,0.75668,0.83021,0.86178,0.65648,0.80112,0.66771,0.74757,0.35792,0.79109,1.12004,0.70558,0.87469,0.00120491,0.00120491,0.00120491
30,346.637,0.83057,0.8734,0.61914,0.84534,0.74178,0.71279,0.78303,0.57129,0.67145,0.64532,0.66503,0.29427,0.80753,1.11674,1.01582,0.88844,0.0011884,0.0011884,0.0011884
31,358.468,0.84853,0.88841,0.66792,0.84382,0.83135,0.72348,0.8391,0.62803,0.76939,0.66901,0.74303,0.33403,0.81953,1.44451,0.7586,0.89581,0.0011719,0.0011719,0.0011719
32,369.733,0.8365,0.82773,0.65485,0.83617,0.7158,0.76656,0.80339,0.59958,0.70275,0.64473,0.68699,0.31309,0.84536,1.05479,1.08763,0.90334,0.0011554,0.0011554,0.0011554
33,380.966,0.81891,0.84167,0.60406,0.83362,0.82869,0.72118,0.81658,0.62142,0.79795,0.6906,0.75802,0.36257,0.81735,1.32394,0.97438,0.88457,0.00113889,0.00113889,0.00113889
34,392.194,0.82122,0.85055,0.608,0.83079,0.79043,0.79114,0.84667,0.62667,0.76111,0.70221,0.73997,0.34171,0.81752,1.09687,0.81278,0.86989,0.00112239,0.00112239,0.00112239
35,403.4,0.81955,0.85381,0.61642,0.83936,0.87543,0.71701,0.83014,0.61422,0.80573,0.62839,0.68894,0.32355,0.83909,1.51663,0.80134,0.90876,0.00110589,0.00110589,0.00110589
36,414.694,0.82072,0.82416,0.59358,0.83576,0.83649,0.81417,0.89178,0.64518,0.85115,0.70345,0.80159,0.35918,0.86786,1.19514,0.73443,0.88594,0.00108938,0.00108938,0.00108938
37,425.999,0.88265,0.90829,0.66042,0.8517,0.85975,0.73395,0.83283,0.61859,0.80523,0.68708,0.74321,0.35856,0.83317,1.46295,0.76228,0.89399,0.00107288,0.00107288,0.00107288
38,437.542,0.79617,0.83674,0.60206,0.83661,0.83206,0.73821,0.85596,0.62375,0.7272,0.63397,0.67039,0.29491,0.84503,1.52934,0.89207,0.91295,0.00105638,0.00105638,0.00105638
39,448.841,0.8023,0.81829,0.60194,0.8349,0.78762,0.78932,0.86555,0.63961,0.72529,0.72061,0.77054,0.36588,0.81186,1.37503,0.66376,0.90302,0.00103987,0.00103987,0.00103987
40,460.2,0.79737,0.82122,0.53772,0.83681,0.7977,0.82408,0.88987,0.66688,0.76172,0.65242,0.68985,0.29552,0.7768,1.22623,0.66079,0.87088,0.00102337,0.00102337,0.00102337
41,471.514,0.77404,0.82377,0.5825,0.83198,0.81938,0.75543,0.83888,0.64094,0.77539,0.64218,0.71932,0.33823,0.792,1.16809,0.76118,0.87878,0.00100687,0.00100687,0.00100687
42,482.865,0.79997,0.79716,0.61758,0.83527,0.82376,0.77852,0.86208,0.62534,0.73752,0.69321,0.73638,0.28805,0.84519,1.15687,0.74427,0.87853,0.000990365,0.000990365,0.000990365
43,494.111,0.7992,0.79674,0.57671,0.83526,0.85042,0.77029,0.86158,0.65498,0.79121,0.68211,0.73533,0.33673,0.75816,1.29303,0.62727,0.86699,0.000973861,0.000973861,0.000973861
44,505.555,0.80005,0.80854,0.55374,0.83819,0.78528,0.81886,0.85942,0.6341,0.67437,0.7045,0.68725,0.29462,0.80074,1.15963,0.69027,0.88501,0.000957358,0.000957358,0.000957358
45,516.844,0.7887,0.76979,0.55719,0.82428,0.82321,0.74487,0.82581,0.60682,0.79337,0.61591,0.69193,0.31931,0.83556,1.19602,0.77635,0.88688,0.000940855,0.000940855,0.000940855
46,528.091,0.76496,0.78729,0.53238,0.82174,0.8121,0.78755,0.85983,0.65369,0.72756,0.68098,0.73198,0.34309,0.77556,1.52563,0.70185,0.86834,0.000924352,0.000924352,0.000924352
47,539.302,0.77103,0.80432,0.53986,0.83052,0.77309,0.81776,0.87373,0.66649,0.81318,0.67784,0.77034,0.35631,0.75546,1.43264,0.71266,0.85823,0.000907848,0.000907848,0.000907848
48,550.671,0.79958,0.83543,0.59911,0.83502,0.85984,0.78881,0.88253,0.67006,0.77387,0.70783,0.75322,0.32442,0.77543,1.41393,0.72797,0.86965,0.000891345,0.000891345,0.000891345
49,561.942,0.77128,0.79145,0.54729,0.83159,0.8067,0.80621,0.87493,0.64998,0.71003,0.71145,0.71805,0.31067,0.78685,1.24373,0.80589,0.86695,0.000874842,0.000874842,0.000874842
50,573.729,0.77718,0.82828,0.55617,0.82151,0.84241,0.75247,0.88235,0.65433,0.78066,0.69589,0.77619,0.33921,0.76758,1.55033,0.82565,0.86487,0.000858338,0.000858338,0.000858338
51,585.075,0.75625,0.74675,0.51871,0.82921,0.85436,0.75992,0.87433,0.63873,0.77865,0.66242,0.72535,0.31083,0.80004,1.12629,0.65226,0.85856,0.000841835,0.000841835,0.000841835
52,596.353,0.74995,0.78325,0.53345,0.82449,0.81562,0.81219,0.88234,0.66057,0.7283,0.715,0.74966,0.32684,0.78213,1.02146,0.65337,0.86396,0.000825332,0.000825332,0.000825332
53,627.876,0.75389,0.8083,0.53708,0.82618,0.81033,0.77692,0.8437,0.63802,0.74966,0.71776,0.75201,0.34715,0.79583,1.36337,0.78416,0.8837,0.000808828,0.000808828,0.000808828
54,639.109,0.7305,0.73681,0.53251,0.81989,0.85356,0.7736,0.8683,0.653,0.77857,0.67489,0.73284,0.33586,0.81261,1.55214,0.63186,0.89581,0.000792325,0.000792325,0.000792325
55,650.437,0.72813,0.76741,0.53703,0.82407,0.81418,0.81322,0.87361,0.67424,0.78546,0.69724,0.74634,0.33493,0.72029,1.34118,0.71196,0.8579,0.000775822,0.000775822,0.000775822
56,661.773,0.71146,0.76748,0.50869,0.8174,0.82266,0.78504,0.86472,0.66691,0.75282,0.7156,0.76775,0.36303,0.74638,1.43589,0.66103,0.86024,0.000759318,0.000759318,0.000759318
57,673.164,0.73687,0.76548,0.53419,0.81169,0.8376,0.80532,0.88611,0.67297,0.74509,0.6925,0.73938,0.3393,0.76308,1.2296,0.65032,0.86753,0.000742815,0.000742815,0.000742815
58,684.437,0.73165,0.77077,0.50543,0.82004,0.84636,0.83738,0.89361,0.68716,0.76024,0.71887,0.74791,0.3261,0.71989,1.44037,0.66625,0.86394,0.000726312,0.000726312,0.000726312
59,696.131,0.71016,0.74349,0.48051,0.82125,0.79044,0.75403,0.81876,0.62273,0.71747,0.67597,0.68459,0.29799,0.7369,1.48805,1.02213,0.86244,0.000709809,0.000709809,0.000709809
60,707.545,0.72561,0.78056,0.50969,0.82446,0.8349,0.8004,0.87773,0.6637,0.77881,0.69964,0.74221,0.335,0.78586,1.33631,0.65147,0.87686,0.000693305,0.000693305,0.000693305
61,718.858,0.7022,0.76546,0.49292,0.80679,0.86256,0.77257,0.86442,0.65889,0.78531,0.67445,0.72776,0.34106,0.70971,1.54156,0.6753,0.84049,0.000676802,0.000676802,0.000676802
62,730.216,0.69834,0.74935,0.47953,0.82051,0.87472,0.79345,0.8829,0.66257,0.80983,0.67526,0.73802,0.32973,0.77449,1.43928,0.62422,0.87029,0.000660299,0.000660299,0.000660299
63,741.388,0.72201,0.76009,0.48765,0.81075,0.78789,0.79988,0.84061,0.64747,0.76506,0.6783,0.73547,0.34339,0.73882,1.43593,0.70684,0.86256,0.000643795,0.000643795,0.000643795
64,752.604,0.69443,0.73491,0.48433,0.81187,0.84395,0.80944,0.88831,0.67922,0.7914,0.70543,0.75226,0.34446,0.73844,1.19668,0.6298,0.87028,0.000627292,0.000627292,0.000627292
65,763.85,0.6973,0.72427,0.4753,0.81929,0.88169,0.77732,0.88518,0.68904,0.81626,0.71809,0.78794,0.34661,0.7418,1.21313,0.62965,0.87365,0.000610789,0.000610789,0.000610789
66,775.378,0.694,0.76399,0.47219,0.8134,0.80261,0.83411,0.8912,0.67607,0.83593,0.69926,0.79434,0.37463,0.74882,1.11151,0.72322,0.86531,0.000594286,0.000594286,0.000594286
67,786.676,0.66865,0.71625,0.47326,0.80438,0.84977,0.82621,0.90354,0.69507,0.77062,0.74461,0.77724,0.36064,0.75009,1.63568,0.71243,0.86982,0.000577782,0.000577782,0.000577782
68,798.069,0.722,0.77006,0.48148,0.81587,0.83358,0.77773,0.87446,0.66761,0.74851,0.70771,0.74735,0.351,0.76103,1.37313,0.79157,0.86541,0.000561279,0.000561279,0.000561279
69,809.321,0.68505,0.7312,0.46509,0.80483,0.82367,0.81461,0.87506,0.68377,0.7643,0.72984,0.77859,0.36662,0.72407,1.11868,0.65562,0.87148,0.000544776,0.000544776,0.000544776
70,820.796,0.68701,0.74279,0.45658,0.81052,0.84604,0.80185,0.88635,0.68297,0.81824,0.71216,0.77417,0.34773,0.72354,1.5346,0.71933,0.87438,0.000528272,0.000528272,0.000528272
71,832.157,0.67396,0.72625,0.44973,0.81195,0.83605,0.77735,0.84358,0.64996,0.77632,0.71528,0.74304,0.35089,0.75543,1.1951,0.67921,0.88554,0.000511769,0.000511769,0.000511769
72,844.313,0.68324,0.70136,0.45086,0.80989,0.8344,0.79751,0.85307,0.65133,0.73973,0.69399,0.7195,0.33662,0.74294,1.07037,0.67086,0.85447,0.000495266,0.000495266,0.000495266
73,855.972,0.68742,0.72117,0.46121,0.81691,0.83626,0.77399,0.8471,0.64684,0.76234,0.69314,0.71133,0.31093,0.77521,1.50422,0.6495,0.86177,0.000478762,0.000478762,0.000478762
74,867.313,0.70515,0.7251,0.46802,0.81671,0.79396,0.84285,0.85055,0.66223,0.73484,0.74623,0.75353,0.35372,0.74135,1.38547,0.65359,0.87311,0.000462259,0.000462259,0.000462259
75,880.75,0.69997,0.73579,0.46526,0.8155,0.81698,0.7981,0.85009,0.65663,0.7451,0.71384,0.73467,0.33139,0.75766,1.47283,0.66687,0.88083,0.000445756,0.000445756,0.000445756
76,893.034,0.71229,0.74889,0.45033,0.81229,0.81527,0.81471,0.87745,0.6747,0.76076,0.7114,0.75884,0.33933,0.76498,1.24824,0.64631,0.89223,0.000429253,0.000429253,0.000429253
77,905.185,0.69165,0.7482,0.46111,0.80939,0.80936,0.80383,0.86216,0.66264,0.74985,0.69589,0.75084,0.35815,0.76288,1.4188,0.6622,0.89795,0.000412749,0.000412749,0.000412749
78,917.328,0.65804,0.69793,0.43255,0.80778,0.83441,0.77989,0.86014,0.65848,0.80976,0.64844,0.73167,0.32778,0.737,1.27587,0.68055,0.86966,0.000396246,0.000396246,0.000396246
79,929.358,0.66446,0.69232,0.44222,0.80701,0.82603,0.78156,0.87419,0.67106,0.81837,0.67247,0.76699,0.33868,0.75868,1.16155,0.71678,0.86441,0.000379743,0.000379743,0.000379743
80,941.601,0.64096,0.69145,0.42479,0.80503,0.86466,0.78816,0.88279,0.68855,0.79689,0.72442,0.78885,0.36001,0.75944,1.4215,0.64941,0.88354,0.000363239,0.000363239,0.000363239
81,953.724,0.66341,0.71181,0.43744,0.80674,0.81057,0.79673,0.8662,0.66734,0.7793,0.69526,0.75453,0.35979,0.73095,1.38035,0.66972,0.88025,0.000346736,0.000346736,0.000346736
82,966.073,0.66211,0.71353,0.44433,0.80625,0.83669,0.80737,0.88732,0.69285,0.76225,0.73799,0.77903,0.36407,0.70781,1.34166,0.62633,0.85071,0.000330233,0.000330233,0.000330233
83,978.311,0.67783,0.75442,0.44438,0.80856,0.81529,0.81589,0.86381,0.66783,0.73238,0.731,0.7331,0.34076,0.72684,1.50516,0.68556,0.8502,0.000313729,0.000313729,0.000313729
84,990.633,0.63458,0.65811,0.42361,0.81172,0.83538,0.80274,0.87599,0.6823,0.72731,0.68868,0.72994,0.34273,0.73334,1.59627,0.64847,0.85485,0.000297226,0.000297226,0.000297226
85,1002.62,0.66015,0.69897,0.43107,0.80688,0.84248,0.81325,0.89284,0.68643,0.7639,0.7109,0.76244,0.35167,0.73126,1.27263,0.59865,0.86437,0.000280723,0.000280723,0.000280723
86,1013.96,0.65356,0.68591,0.42686,0.80443,0.81501,0.82046,0.88123,0.68392,0.71675,0.72158,0.73416,0.33527,0.7523,1.39089,0.60664,0.89089,0.00026422,0.00026422,0.00026422
87,1025.26,0.64704,0.66406,0.41519,0.80824,0.8319,0.79545,0.85615,0.67217,0.75251,0.71871,0.73536,0.33808,0.74717,1.48743,0.64098,0.89119,0.000247716,0.000247716,0.000247716
88,1036.56,0.6368,0.68978,0.40091,0.80358,0.82299,0.80002,0.86419,0.66942,0.72046,0.69526,0.70879,0.32661,0.74388,1.35125,0.64091,0.89433,0.000231213,0.000231213,0.000231213
89,1047.98,0.62369,0.67772,0.41453,0.80344,0.85176,0.80861,0.89171,0.69869,0.7949,0.70844,0.77822,0.34815,0.69775,1.47927,0.56549,0.85908,0.00021471,0.00021471,0.00021471
90,1059.27,0.63279,0.68038,0.40025,0.80261,0.85563,0.82638,0.89765,0.69848,0.77184,0.74335,0.7808,0.36355,0.71027,1.53052,0.57605,0.85023,0.000198206,0.000198206,0.000198206
91,1085.48,0.62229,0.68838,0.40236,0.80405,0.8359,0.81201,0.88316,0.6884,0.74806,0.72172,0.75227,0.35659,0.70135,1.53534,0.60326,0.83967,0.000181703,0.000181703,0.000181703
92,1096.55,0.63229,0.69141,0.38835,0.80281,0.84785,0.78444,0.86684,0.67361,0.75451,0.69718,0.73341,0.33749,0.69126,1.36277,0.60643,0.83781,0.0001652,0.0001652,0.0001652
93,1107.54,0.60073,0.66005,0.3907,0.7963,0.83723,0.80527,0.87775,0.68725,0.76504,0.72644,0.75839,0.35352,0.68736,1.50784,0.56601,0.84064,0.000148696,0.000148696,0.000148696
