class,precision,recall,mAP50-box,mAP50-95-box,mAP50-mask,mAP50-95-mask
all,0.889375041949184,0.7990801084485295,0.8970656451655867,0.7054745309371064,0.7863311060329318,0.365960754634531
frog-eye-leaf-spot_lession,0.9328198393398708,0.822160216897059,0.9231563389830516,0.78396738173705,0.8264517676320011,0.3933918558814323
rust_lession,0.8459302445584973,0.776,0.8709749513481218,0.6269816801371627,0.7462104444338624,0.33852965338762964
