class,precision,recall,mAP50,mAP50-95
all,0.4887143516621834,0.6913222252907422,0.593066468878903,0.5693429028741034
frog-eye-leaf-spot,0.3391505552962972,0.6764705882352942,0.494369864044209,0.4898059251523838
healthy,0.6067454398420067,0.6197183098591549,0.6126208450677225,0.5700174840761181
rust,0.5202470598482464,0.7777777777777778,0.6722086975247776,0.6482052993938087
