class,precision,recall,mAP50-box,mAP50-95-box,mAP50-mask,mAP50-95-mask
all,0.8767496823693293,0.8158947368421052,0.900754505875137,0.6951028189535926,0.8265767945515357,0.396362449866879
frog-eye-leaf-spot_lession,0.8994427341054514,0.8157894736842105,0.9169640968214168,0.7545833836495934,0.8570201189364082,0.425467945070727
rust_lession,0.8540566306332071,0.816,0.8845449149288571,0.6356222542575918,0.7961334701666632,0.367256954663031
