class,precision,recall,mAP50,mAP50-95
all,0.8222474100174981,0.7152953102295481,0.8044656423166975,0.7648160701440848
frog-eye-leaf-spot,0.7495097619926034,0.7040944260906714,0.7267937801317574,0.6893717253795467
healthy,0.8746960514494005,0.5899396527461211,0.788975094779077,0.737417876871973
rust,0.8425364166104907,0.8518518518518519,0.8976280520392578,0.8676586081807349
