class,precision,recall,mAP50,mAP50-95
all,0.7186899129210883,0.6707784835373899,0.7432679291809684,0.6267058867328519
frog-eye-leaf-spot,0.8010950709745891,0.5882352941176471,0.7166789399629497,0.6345997372575529
healthy,0.6504916797143564,0.5352112676056338,0.6489981832383293,0.5229855536724488
rust,0.7044829880743193,0.8888888888888888,0.8641266643416259,0.7225323692685539
