class,precision,recall,mAP50,mAP50-95
all,0.7718748187663531,0.6238914971309337,0.7227861665202393,0.6332093362691741
healthy,0.7445105123676552,0.5070422535211268,0.6649123562881307,0.5978884947190829
rust,0.7992391251650511,0.7407407407407407,0.780659976752348,0.6685301778192654
