class,precision,recall,mAP50,mAP50-95
all,0.8894670598163864,0.899751449875725,0.9555771561230136,0.9159232192796284
frog-eye-leaf-spot,0.935449247949248,0.8823529411764706,0.9577140090296408,0.9384485920163392
healthy,0.8945577521966411,0.8169014084507042,0.9187049593394002,0.8529852251632051
rust,0.8383941793032702,1.0,0.9903125,0.9563358406593405
