class,precision,recall,mAP50,mAP50-95
all,0.9578832282782708,0.8354296967082978,0.9453842344459166,0.8988839668995505
frog-eye-leaf-spot,0.9646262641952298,0.8022507801919566,0.9237392190889911,0.9054501661946116
healthy,0.9818051971250624,0.7600202177666966,0.9384986490839234,0.8447755154216358
rust,0.9272182235145199,0.9440180921662403,0.973914835164835,0.946426219082405
