class,precision,recall,mAP50,mAP50-95
all,0.806659583890314,0.7160169658901561,0.8124900336986394,0.7626392271904902
frog-eye-leaf-spot,0.6953470438764556,0.8057386971746834,0.8286455645387085,0.8070904153529364
healthy,0.8744316819029463,0.4904603486439329,0.6882985797343035,0.624474064837856
rust,0.8502000258915402,0.8518518518518519,0.9205259568229062,0.8563532013806782
