class,precision,recall,mAP50-box,mAP50-95-box,mAP50-mask,mAP50-95-mask
all,0.9185345674266117,0.8694255322352674,0.9407462354868643,0.8361260359384955,0.8934835555278523,0.7108116224329342
frog-eye-leaf-spot,0.979742459897667,0.8823529411764706,0.9553709795361395,0.9250739414972102,0.9553709795361395,0.9070140347790299
frog-eye-leaf-spot_lession,0.9628643015597134,0.8529147568621253,0.9630448123517082,0.8229925061870837,0.8775137500806497,0.46961208799492005
healthy,0.901845827956939,0.8428571428571429,0.9306031079976449,0.8874803145315354,0.9309333166813436,0.874203898988128
rust,0.8736573715292353,0.98810814783037,0.9750342617152963,0.917569780161083,0.9750342617152963,0.9603670926866238
rust_lession,0.8745628761895028,0.780894672450228,0.8796780158335329,0.6275136373155654,0.7285654696258321,0.3428609977159686
