class,precision,recall,mAP50-box,mAP50-95-box,mAP50-mask,mAP50-95-mask
all,0.941729739910763,0.8414151189400911,0.933468374524239,0.8969148218465993,0.9356562222055258,0.8941071105823384
frog-eye-leaf-spot,0.9874674935182417,0.8235294117647058,0.9336326419584233,0.908623766605551,0.9336326419584233,0.8847039021562576
healthy,0.9450001173271614,0.7364302307698534,0.9048825867933642,0.8408117068880141,0.9114461298372246,0.8525816685686527
rust,0.8927216088868862,0.9642857142857143,0.9618898948209293,0.9413089920462333,0.9618898948209293,0.945035761022106
