class,precision,recall,mAP50,mAP50-95
all,0.6689232406081118,0.8388106416275429,0.8147669550198431,0.6919962495468553
healthy,0.5741940684968357,0.7887323943661971,0.7265045866089196,0.5993010724632575
rust,0.763652412719388,0.8888888888888888,0.9030293234307666,0.7846914266304531
