class,precision,recall,mAP50,mAP50-95
all,0.8085466714962912,0.8144183754512393,0.871418363253885,0.7994824530545782
healthy,0.7895767016828377,0.7399478620135898,0.806515514386558,0.7279869244699891
rust,0.8275166413097448,0.8888888888888888,0.936321212121212,0.8709779816391672
