class,precision,recall,mAP50,mAP50-95
all,0.7371642629374285,0.6027344661227731,0.7083782479219248,0.6422609044017531
healthy,0.6585997357870926,0.5492957746478874,0.674792855770738,0.6231794792302916
rust,0.8157287900877644,0.656173157597659,0.7419636400731117,0.6613423295732146
