class,precision,recall,mAP50,mAP50_95
all,0.8677752397737691,0.8136833320095337,0.9013704744475519,0.8505869324600496
frog-eye-leaf-spot,0.8671769096991283,0.8926338678988855,0.9348316474109775,0.9072277959342865
healthy,0.8991887164968295,0.7683707179295457,0.9027367658193052,0.8326335289414468
rust,0.8369600931253496,0.7800454102001696,0.8665430101123731,0.811899472504415
