class,precision,recall,mAP50,mAP50_95
all,0.7946753483169086,0.7345636924728126,0.8121427158785398,0.7505239634984271
frog-eye-leaf-spot,0.7974945057050662,0.8328643781654473,0.8765666080047572,0.8411989964746089
healthy,0.7947744766774868,0.7878787878787878,0.8589524040429191,0.77831111687048
rust,0.7917570625681728,0.5829479113742028,0.7009091355879433,0.6320617771501919
