class,precision,recall,mAP50,mAP50_95
all,0.8631822487366397,0.785869418097001,0.8821378166766748,0.8237981851703545
frog-eye-leaf-spot,0.859318782402537,0.8600390299933666,0.9169666029946425,0.886372346105172
healthy,0.8601677868344655,0.7715125094768764,0.8849449795712553,0.8084368707094203
rust,0.8700601769729166,0.7260567148207597,0.8445018674641265,0.7765853386964713
