class,precision,recall,mAP50,mAP50_95
all,0.6623466047076833,0.6638383158379186,0.7145972880386152,0.6126316570305036
frog-eye-leaf-spot,0.7008263450153317,0.6832144105617465,0.7207900376948854,0.6356205197315801
healthy,0.7940324821084136,0.6378885519332828,0.787970838990925,0.6560025358633313
rust,0.49218098699930457,0.6704119850187266,0.6350309874300353,0.5462719154965994
