class,precision,recall,mAP50,mAP50_95
all,0.3645934914225613,0.4225881438169848,0.44701950837103904,0.4070878702333655
frog-eye-leaf-spot,0.5324791495681714,0.6731957195007526,0.5872464850450313,0.5550017512742242
healthy,0.5613013246995124,0.5945687119502018,0.6197274913384907,0.5482793416550138
rust,0.0,0.0,0.13408454872959494,0.1179825177708586
