class,precision,recall,mAP50,mAP50_95
all,0.8959124996124667,0.8659344045645704,0.9416230177251066,0.8881917367786343
frog-eye-leaf-spot,0.9140196893143387,0.9037703995498031,0.9610443127676072,0.9327823919686571
healthy,0.8926626454913988,0.8382926328750256,0.9380899153700033,0.8631430576915339
rust,0.8810551640316624,0.8557401812688822,0.9257348250377094,0.8686497606757124
