class,precision,recall,mAP50,mAP50_95
all,0.9188089156657746,0.9013353230812698,0.9656427877344643,0.9305790308528573
frog-eye-leaf-spot,0.9386931315328958,0.927969556944822,0.9800680362643512,0.96429997941245
healthy,0.9035257905358635,0.8889310083396512,0.9600528877928758,0.9049471773618822
rust,0.9142078249285646,0.8871054039593366,0.956807439146166,0.9224899357842402
