class,precision,recall,mAP50,mAP50_95
all,0.8696117410680723,0.8114972412536066,0.9005450730006181,0.8489603285865044
frog-eye-leaf-spot,0.868708428848673,0.8799839379860271,0.9277460855169832,0.8985800382792201
healthy,0.894813932075803,0.7754292359258499,0.9036166107023252,0.8337772058210721
rust,0.845312862279741,0.7790785498489426,0.8702725227825461,0.8145237416592215
