class,precision,recall,mAP50,mAP50_95
all,0.9050908640754572,0.8739792714624085,0.952192612917283,0.9023335696487388
frog-eye-leaf-spot,0.9294268006229025,0.8987056837366347,0.9661661273047577,0.9403033847872614
healthy,0.9056207011993186,0.8406867774813599,0.9464765723129964,0.8739458687004464
rust,0.8802250904041508,0.8825453531692311,0.943935139134095,0.8927514554585081
