class,precision,recall,mAP50,mAP50-95
all,0.8453400023910168,0.8077302654767443,0.8789366590754111,0.8115389965162271
healthy,0.8303826912827498,0.6895346050275627,0.8013911122910279,0.7447939592932797
rust,0.8602973134992838,0.9259259259259259,0.9564822058597944,0.8782840337391746
