class,precision,recall,mAP50,mAP50_95
all,0.9015957227403248,0.8493679752853383,0.9380805078148051,0.8778732592813907
frog-eye-leaf-spot,0.9081247029167936,0.9002063402738698,0.959384019285818,0.9276609039723024
healthy,0.8949893374066363,0.836719337848006,0.937280565668694,0.8518579167702043
rust,0.9016731278975446,0.8111782477341389,0.9175769384899034,0.8541009571016662
