class,precision,recall,mAP50,mAP50_95
all,0.8630156446093457,0.7880830996513425,0.8840920418482717,0.8261132728638898
frog-eye-leaf-spot,0.8582566291440744,0.8506846745451135,0.9109508807912684,0.8791748782786634
healthy,0.8517651782666572,0.7794256515992463,0.8859713582371187,0.809804645732277
rust,0.8790251264173052,0.7341389728096677,0.8553538865164276,0.7893602945807288
