class,precision,recall,mAP50,mAP50_95
all,0.7526187468186532,0.758736342358956,0.8034487023039136,0.7349346043759551
frog-eye-leaf-spot,0.7040699438796055,0.905952704539277,0.8914277076389266,0.8516424840641387
healthy,0.8236502636214885,0.7970053070507961,0.8718617352988982,0.7819039089271941
rust,0.7301360329548656,0.5732510154867949,0.6470566639739158,0.5712574201365326
