class,precision,recall,mAP50,mAP50_95
all,0.8943778750013894,0.8915533247527158,0.9554352985359129,0.9094037539523318
frog-eye-leaf-spot,0.9205498594328836,0.9187279151943463,0.9710298588465728,0.9490821943515243
healthy,0.9008715677354219,0.8590788476118272,0.9490178843586168,0.8819325551841345
rust,0.8617121978358628,0.896853211451974,0.946258152402549,0.8971965123213371
