class,precision,recall,mAP50,mAP50_95
all,0.7528962036474129,0.7545242485414176,0.804945106467282,0.7369807422598457
frog-eye-leaf-spot,0.7036350973256356,0.8977677734008629,0.8880021675526183,0.8463546959758241
healthy,0.8149057862112139,0.801084870573045,0.8713013559011203,0.7822865572440312
rust,0.7401477274053893,0.5647201016503447,0.6555317959481074,0.5823009735596816
