class,precision,recall,mAP50,mAP50_95
all,0.9009462831924472,0.8838008152689455,0.9529905988489432,0.9068994190799663
frog-eye-leaf-spot,0.9307918359911919,0.9031701677111297,0.9652479344462318,0.9415995188819517
healthy,0.8980270073777497,0.856615963896311,0.9475743234605454,0.8802422859521544
rust,0.8740200062084005,0.8916163141993958,0.9461495386400529,0.8988564524057928
