class,precision,recall,mAP50,mAP50_95
all,0.9213128092418685,0.8874451326130451,0.9614380359163296,0.9202519770196687
frog-eye-leaf-spot,0.9516364311873093,0.903877643199229,0.9740240928042088,0.9541524429077372
healthy,0.8801016342074213,0.8977445034116756,0.9556806800879841,0.8936481179313969
rust,0.9322003623308751,0.8607132512282308,0.9546093348567958,0.9129553702198722
