class,precision,recall,mAP50,mAP50_95
all,0.9060627691017701,0.8706058348340987,0.9486971734664135,0.8956009456597442
frog-eye-leaf-spot,0.9139111800826161,0.9088351153629713,0.964480378869366,0.9346925866762552
healthy,0.8958925455380433,0.8502633559066968,0.9440551433340727,0.8712437877066511
rust,0.9083845816846506,0.8527190332326284,0.9375559981958019,0.8808664625963262
