class,precision,recall,mAP50,mAP50_95
all,0.910210778635521,0.8428486562214599,0.9389855909679686,0.8796080040152869
frog-eye-leaf-spot,0.9103451907502585,0.9107866774718612,0.9639380405489997,0.9342216554583332
healthy,0.9105473093734029,0.821076573161486,0.937433081565687,0.8516687607131634
rust,0.9097398357829017,0.7966827180310326,0.9155856507892194,0.8529335958743645
