class,precision,recall,mAP50,mAP50_95
all,0.8920545151369312,0.8419088469725996,0.9311344018175655,0.8655009041189419
frog-eye-leaf-spot,0.9145416248668581,0.893012303179206,0.9602706713187038,0.9239754683924237
healthy,0.8942360677920503,0.8124895186374691,0.9284891158459437,0.8381179206205879
rust,0.8673858527518854,0.8202247191011236,0.9046434182880486,0.8344093233438139
