class,precision,recall,mAP50,mAP50_95
all,0.8683536757610635,0.8077407768328851,0.8962609106572038,0.8425173133991264
frog-eye-leaf-spot,0.8935366440088455,0.8757814623539005,0.9364565140775307,0.9112931586653585
healthy,0.9048608122590629,0.7507581501137225,0.8968631604338441,0.823372368855841
rust,0.8066635710152821,0.7966827180310326,0.8554630574602368,0.7928864126761798
