class,precision,recall,mAP50,mAP50_95
all,0.8990834234748125,0.8819546810797623,0.9539973262233185,0.905941586612789
frog-eye-leaf-spot,0.91952686566961,0.9176406632237021,0.9700063165744417,0.9471485036912138
healthy,0.9042319316487856,0.8437932034505767,0.9477815691031994,0.8757206005888009
rust,0.8734914731060418,0.884430176565008,0.9442040929923144,0.8949556555583523
