class,precision,recall,mAP50,mAP50_95
all,0.9102386391351436,0.8698200779027739,0.9500446316030899,0.8974058924403426
frog-eye-leaf-spot,0.9136506081333621,0.9206306061429737,0.9686877717734131,0.939409805252196
healthy,0.9050144428106471,0.839177407126611,0.9441111879293548,0.8712121094548891
rust,0.9120508664614213,0.8496522204387373,0.9373349351065017,0.8815957626139426
