class,precision,recall,mAP50,mAP50_95
all,0.8995576952179992,0.8641454810338213,0.9423272024883295,0.8893495955249129
frog-eye-leaf-spot,0.9109710238362873,0.9135634683337863,0.9646872456646101,0.9389603610943767
healthy,0.9042628096730578,0.8276156178923427,0.9384898846967044,0.8630426615759752
rust,0.8834392521446525,0.8512573568753344,0.9238044771036742,0.8660457639043868
