class,precision,recall,mAP50,mAP50_95
all,0.9189597036812973,0.8832265351128489,0.9596173626797121,0.9175154194060187
frog-eye-leaf-spot,0.9532969974038924,0.8921351714761919,0.9710834943763956,0.9488109037674588
healthy,0.8731077012742299,0.8983514604282099,0.9541689214576925,0.8909926744337767
rust,0.9304744123657697,0.859192973434145,0.9535996722050484,0.912742680016821
