class,precision,recall,mAP50,mAP50_95
all,0.8738753499079374,0.8006168414955722,0.8938655469979314,0.8390828782666446
frog-eye-leaf-spot,0.8970399789182385,0.8587507034327518,0.929332767353667,0.9014773524840617
healthy,0.9079865199830192,0.7508037485464122,0.8972464917749305,0.8235508865950438
rust,0.8165995508225544,0.7922960725075529,0.8550173818651968,0.7922203957208289
