class,precision,recall,mAP50,mAP50_95
all,0.6974195231761593,0.6806784960276739,0.7340640979726074,0.6742797461346312
frog-eye-leaf-spot,0.7184993012279391,0.8144088940112882,0.8315616912834543,0.7905290614569556
healthy,0.6733398020151629,0.775566044189069,0.8033951991939062,0.7218599046469634
rust,0.7004194662853759,0.4520605498826647,0.5672354034404617,0.5104502722999744
