class,precision,recall,mAP50,mAP50_95
all,0.9175640517405412,0.8990513537837908,0.9635758023797606,0.9271869139335777
frog-eye-leaf-spot,0.9415666372457293,0.915849540127818,0.9760841035961249,0.958182384722366
healthy,0.895875431860953,0.8922282079809669,0.9584029537429667,0.9020411249094114
rust,0.9152500861149412,0.889076313242587,0.9562403498001903,0.9213372321689552
