class,precision,recall,mAP50,mAP50_95
all,0.36098495028509886,0.42988988448325616,0.44633499978755825,0.40613969045514037
frog-eye-leaf-spot,0.5206852797804953,0.6977439521609133,0.5879662280955162,0.556711766918219
healthy,0.5622695710748014,0.5919257012888552,0.6160672073317441,0.5431638693136709
rust,0.0,0.0,0.1349715639354143,0.11854343513353102
