epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,12.5807,0.8495,1.72134,2.33662,1.07437,0.41473,0.69413,0.51218,0.38907,0.4293,0.61749,0.47729,0.32691,0.76119,1.16091,2.27022,0.96516,0.00035552,0.00035552,0.00035552
2,20.4739,0.73755,1.00468,1.32012,0.98204,0.53355,0.62395,0.63396,0.43381,0.58707,0.56102,0.61523,0.40446,0.88673,1.66583,3.0631,1.08215,0.000715001,0.000715001,0.000715001
3,28.1636,0.73485,0.97342,1.19061,0.97766,0.55226,0.69265,0.60993,0.41089,0.54068,0.67453,0.56338,0.34292,0.97091,2.67291,3.21679,1.10213,0.00106722,0.00106722,0.00106722
4,35.7159,0.74922,1.10824,1.10557,0.98195,0.44568,0.59567,0.5126,0.35027,0.42675,0.55438,0.46827,0.22768,0.9782,2.90775,2.63076,1.14199,0.001078,0.001078,0.001078
5,44.285,0.75976,0.98678,1.02755,0.994,0.68352,0.71756,0.76334,0.55134,0.65898,0.66338,0.71278,0.45864,0.8337,1.74893,1.43718,0.99913,0.001067,0.001067,0.001067
6,51.7665,0.72102,0.9245,0.95281,0.9599,0.72665,0.6773,0.74569,0.56972,0.7032,0.65831,0.70814,0.49314,0.79411,1.24245,1.60706,0.98504,0.00105601,0.00105601,0.00105601
7,59.2681,0.70819,0.9107,0.93343,0.97364,0.65092,0.75641,0.73739,0.53487,0.63399,0.74686,0.70295,0.44032,0.76801,1.22701,1.7671,0.96937,0.00104501,0.00104501,0.00104501
8,66.9062,0.69115,0.901,0.89671,0.95049,0.74088,0.71325,0.7713,0.57556,0.71078,0.68238,0.7119,0.46667,0.74552,1.28664,1.36352,0.93635,0.00103401,0.00103401,0.00103401
9,74.4066,0.67946,0.91293,0.84981,0.94758,0.77131,0.75675,0.85434,0.65488,0.72921,0.71865,0.79215,0.58414,0.72737,1.20017,0.97463,0.95619,0.00102301,0.00102301,0.00102301
10,81.9115,0.66569,0.86585,0.83471,0.95219,0.80509,0.79371,0.86948,0.69084,0.76017,0.75854,0.81027,0.59962,0.72495,1.07576,1.0345,0.93059,0.00101201,0.00101201,0.00101201
11,89.4194,0.65882,0.83559,0.81389,0.94204,0.65708,0.75601,0.79709,0.64528,0.63206,0.71204,0.74287,0.53695,0.65951,1.25001,1.32836,0.89559,0.00100101,0.00100101,0.00100101
12,96.8084,0.65445,0.82893,0.78996,0.95146,0.83383,0.72575,0.84597,0.67302,0.79372,0.70768,0.79112,0.57778,0.71697,1.12209,0.99395,0.92962,0.000990012,0.000990012,0.000990012
13,104.088,0.62428,0.78312,0.73399,0.93875,0.76809,0.76278,0.83695,0.65221,0.76681,0.7422,0.80412,0.58052,0.70164,1.12776,0.96571,0.93626,0.000979013,0.000979013,0.000979013
14,111.452,0.62626,0.77023,0.76705,0.92768,0.84768,0.79787,0.89251,0.72883,0.80921,0.76576,0.83354,0.61993,0.63561,1.02028,0.72837,0.88562,0.000968014,0.000968014,0.000968014
15,119.147,0.62713,0.7949,0.75888,0.93705,0.82763,0.80168,0.87151,0.72048,0.80863,0.76238,0.82262,0.61307,0.63802,0.97934,0.77293,0.87747,0.000957015,0.000957015,0.000957015
16,127.018,0.59887,0.73492,0.72182,0.91658,0.80057,0.77041,0.84068,0.684,0.77705,0.73009,0.79161,0.58261,0.67401,1.12443,1.28451,0.91972,0.000946016,0.000946016,0.000946016
17,134.373,0.59092,0.72836,0.71434,0.91836,0.78581,0.77344,0.85631,0.6921,0.75897,0.74249,0.81231,0.59874,0.65003,0.97921,0.98975,0.89724,0.000935018,0.000935018,0.000935018
18,142.334,0.58371,0.73758,0.69086,0.91895,0.83913,0.7993,0.88097,0.7184,0.84587,0.76418,0.84016,0.62129,0.65314,1.00661,0.76459,0.91116,0.000924019,0.000924019,0.000924019
19,149.672,0.6024,0.78396,0.72308,0.92384,0.86901,0.77182,0.8872,0.7187,0.84525,0.72966,0.83043,0.6084,0.6581,1.09435,0.81086,0.89292,0.00091302,0.00091302,0.00091302
20,157.118,0.58419,0.71204,0.6701,0.92049,0.85807,0.81362,0.90353,0.75149,0.82352,0.77138,0.85495,0.64226,0.61763,1.0156,0.75306,0.87271,0.000902021,0.000902021,0.000902021
21,164.769,0.5696,0.70047,0.68987,0.90932,0.6758,0.81072,0.85384,0.6719,0.68395,0.72109,0.7918,0.57504,0.69822,1.0794,1.15292,0.91809,0.000891022,0.000891022,0.000891022
22,172.234,0.58148,0.7078,0.6925,0.91568,0.89448,0.751,0.87794,0.71769,0.87179,0.73048,0.83617,0.63099,0.64091,1.01629,0.76641,0.88117,0.000880023,0.000880023,0.000880023
23,179.616,0.5717,0.6922,0.65094,0.90786,0.8252,0.82644,0.89514,0.75497,0.79599,0.78716,0.83389,0.62369,0.62068,1.0403,0.78144,0.8775,0.000869024,0.000869024,0.000869024
24,187.057,0.56359,0.67568,0.6531,0.90696,0.86373,0.81807,0.90881,0.7581,0.84571,0.77704,0.8508,0.64111,0.62009,1.0353,0.6793,0.8837,0.000858025,0.000858025,0.000858025
25,194.488,0.5687,0.67054,0.63051,0.90304,0.82689,0.82114,0.88749,0.73609,0.79871,0.78795,0.82868,0.62503,0.6327,0.99532,0.95631,0.88606,0.000847026,0.000847026,0.000847026
26,201.969,0.5447,0.67053,0.62648,0.89822,0.82516,0.83098,0.90196,0.76311,0.83923,0.74968,0.84873,0.64228,0.56982,1.10421,0.73597,0.84443,0.000836027,0.000836027,0.000836027
27,209.373,0.53539,0.65427,0.61565,0.89174,0.83723,0.84253,0.90685,0.76123,0.81267,0.7991,0.85626,0.64242,0.56383,0.93165,0.65128,0.86427,0.000825029,0.000825029,0.000825029
28,216.782,0.53328,0.66293,0.61482,0.89616,0.88757,0.76432,0.89679,0.75165,0.8581,0.73594,0.85036,0.6408,0.58642,0.95423,0.67038,0.87286,0.00081403,0.00081403,0.00081403
29,224.173,0.54779,0.66763,0.62031,0.8983,0.79279,0.79393,0.86782,0.71739,0.75542,0.75781,0.80703,0.60349,0.62381,1.1884,0.9513,0.89341,0.000803031,0.000803031,0.000803031
30,231.545,0.53655,0.66892,0.60708,0.90072,0.82085,0.81321,0.89538,0.75826,0.79077,0.77092,0.83483,0.63679,0.57924,0.96497,0.76224,0.86773,0.000792032,0.000792032,0.000792032
31,238.863,0.54429,0.64775,0.62433,0.88937,0.80798,0.83882,0.8984,0.75086,0.84403,0.76429,0.84556,0.64896,0.58846,0.98671,0.88268,0.87236,0.000781033,0.000781033,0.000781033
32,246.187,0.52162,0.62651,0.58168,0.89705,0.78586,0.78955,0.87883,0.73524,0.74901,0.75694,0.82239,0.62658,0.59208,0.96032,0.79221,0.86733,0.000770034,0.000770034,0.000770034
33,253.546,0.50655,0.62005,0.5835,0.88981,0.81162,0.83471,0.90767,0.77897,0.79744,0.81411,0.86569,0.65777,0.55974,0.96754,0.71885,0.84013,0.000759035,0.000759035,0.000759035
