class,precision,recall,mAP50,mAP50-95
all,0.9085332103295123,0.9014902779056327,0.95710006014948,0.9140146474299254
frog-eye-leaf-spot,0.9330439629352673,0.8823529411764706,0.9531140610821486,0.9173158692716237
healthy,0.9088501234281847,0.8591549295774648,0.9308365823292544,0.8624351166871078
rust,0.8837055446250849,0.9629629629629629,0.9873495370370371,0.962292956331045
