class,precision,recall,mAP50,mAP50-95
all,0.5111705405243985,0.7442651261412887,0.6426853990159558,0.5782612650121784
healthy,0.5578189288881112,0.7107524745047997,0.6077083309768946,0.5439432690482875
rust,0.4645221521606858,0.7777777777777778,0.677662467055017,0.6125792609760695
