class,precision,recall,mAP50-box,mAP50-95-box,mAP50-mask,mAP50-95-mask
all,0.905249887546903,0.8830063861622278,0.942983482209095,0.8368625047766339,0.9014412210468737,0.7024295446192416
frog-eye-leaf-spot,0.9261987132976438,0.8823529411764706,0.9459701311591635,0.9240279396195203,0.9459701311591635,0.8966509487179488
frog-eye-leaf-spot_lession,0.935990085430175,0.8658218467775255,0.9509632222175629,0.793960433149925,0.8828269042056776,0.44391807663895727
healthy,0.9204322863072864,0.8428571428571429,0.9246885345470124,0.8717895920623044,0.9306457143886101,0.8619444457719734
rust,0.8440308401092715,1.0,0.9835686813186814,0.945709869082927,0.9835686813186814,0.9474379943327115
rust_lession,0.8995975125901392,0.824,0.9097268418030544,0.6488246899684927,0.7641946741622356,0.36219625763461705
